Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation
clwt,Euro Tech Holdings Company Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,B,Medium,B,Medium,B,Medium,230.0,201.0,210.0,641.0,B,Medium,213.66666666666666,High Risk,0.05780346820809246,0.08086785009861935,0.3375,0.04380341880341887,885.2,-244.20000000000005
clxt,Calyxt Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,535.0,322.0,325.0,1182.0,BBB,High,394.0,Low Risk,0.6454720616570329,0.31952662721893493,0.625,0.6217948717948719,866.9107142857143,315.08928571428567
cmbm,Cambium Networks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Communications,A,High,BB,Medium,BB,Medium,505.0,337.0,300.0,1142.0,BBB,High,380.6666666666667,Low Risk,0.5876685934489403,0.349112426035503,0.5625,0.5790598290598291,938.2222222222222,203.77777777777783
cmco,Columbus McKinnon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,B,Medium,BB,Medium,B,Medium,200.0,323.0,240.0,763.0,BB,Medium,254.33333333333334,High Risk,0.0,0.32149901380670615,0.4125,0.1741452991452992,1048.047619047619,-285.04761904761904
evk,Ever-Glory International Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,B,Medium,B,Medium,B,Medium,200.0,211.0,210.0,621.0,B,Medium,207.0,High Risk,0.0,0.10059171597633138,0.3375,0.022435897435897467,944.4444444444445,-323.44444444444446
clvs,Clovis Oncology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,225.0,212.0,300.0,737.0,B,Medium,245.66666666666666,High Risk,0.048169556840077066,0.10256410256410259,0.5625,0.1463675213675214,866.9107142857143,-129.91071428571433
clvr,Clever Leaves Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,225.0,243.0,205.0,673.0,B,Medium,224.33333333333334,High Risk,0.048169556840077066,0.16370808678500987,0.32499999999999996,0.07799145299145305,903.6666666666666,-230.66666666666663
happ,Happiness Development Group Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,BB,Medium,225.0,207.0,300.0,732.0,B,Medium,244.0,High Risk,0.048169556840077066,0.09270216962524658,0.5625,0.14102564102564108,945.55,-213.54999999999995
hbcp,Home Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,230.0,202.0,200.0,632.0,B,Medium,210.66666666666666,High Risk,0.05780346820809246,0.08284023668639057,0.3125,0.03418803418803418,909.3333333333334,-277.33333333333337
hbio,Harvard Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,B,Medium,BB,Medium,250.0,221.0,300.0,771.0,BB,Medium,257.0,High Risk,0.09633911368015413,0.1203155818540434,0.5625,0.1826923076923077,993.125,-222.125
hbnc,Horizon Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,255.0,321.0,233.0,809.0,BB,Medium,269.6666666666667,High Risk,0.10597302504816952,0.3175542406311637,0.395,0.22329059829059827,898.3103448275862,-89.31034482758616
hbt,HBT Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,BB,Medium,245.0,275.0,300.0,820.0,BB,Medium,273.3333333333333,High Risk,0.08670520231213869,0.22682445759368836,0.5625,0.2350427350427351,898.3103448275862,-78.31034482758616
hcat,Health Catalyst Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,545.0,324.0,320.0,1189.0,BBB,High,396.3333333333333,Low Risk,0.6647398843930636,0.32347140039447736,0.6125,0.6292735042735044,938.7647058823529,250.23529411764707
hcar,Healthcare Services Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,245.0,205.0,300.0,750.0,BB,Medium,250.0,High Risk,0.08670520231213869,0.08875739644970415,0.5625,0.16025641025641024,709.3076923076923,40.692307692307736
harp,Harpoon Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BBB,High,BB,Medium,BB,Medium,485.0,300.0,310.0,1095.0,BBB,High,365.0,Medium Risk,0.5491329479768785,0.27613412228796846,0.5875,0.5288461538461539,866.9107142857143,228.08928571428567
hayn,Haynes International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,A,High,BB,Medium,BB,Medium,500.0,301.0,300.0,1101.0,BBB,High,367.0,Medium Risk,0.5780346820809248,0.2781065088757397,0.5625,0.5352564102564102,1028.3333333333333,72.66666666666674
pnbk,Patriot National Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,205.0,302.0,210.0,717.0,B,Medium,239.0,High Risk,0.009633911368015391,0.2800788954635109,0.3375,0.125,898.3103448275862,-181.31034482758616
hcdi,Harbor Custom Development Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,B,Medium,222.0,221.0,208.0,651.0,B,Medium,217.0,High Risk,0.04238921001926782,0.1203155818540434,0.3325,0.054487179487179516,945.55,-294.54999999999995
hcci,Heritage-Crystal Clean Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,A,High,BBB,High,BB,Medium,525.0,400.0,300.0,1225.0,A,High,408.3333333333333,Low Risk,0.6262042389210019,0.4733727810650888,0.5625,0.6677350427350429,995.8571428571429,229.1428571428571
pnfp,Pinnacle Financial Partners Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,271.0,328.0,250.0,849.0,BB,Medium,283.0,Medium Risk,0.13680154142581885,0.3313609467455622,0.4375,0.2660256410256411,898.3103448275862,-49.310344827586164
pnt,POINT Biopharma Global Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,B,Medium,B,Medium,320.0,221.0,285.0,826.0,BB,Medium,275.3333333333333,High Risk,0.23121387283236988,0.1203155818540434,0.525,0.24145299145299148,866.9107142857143,-40.910714285714334
poai,Predictive Oncology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,278.0,297.0,220.0,795.0,BB,Medium,265.0,High Risk,0.15028901734104044,0.2702169625246548,0.36250000000000004,0.20833333333333337,938.7647058823529,-143.76470588235293
pola,Polar Power Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium,200.0,High Risk,0.0,0.07889546351084814,0.3125,0.0,933.0,-333.0
podd,Insulet Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,215.0,233.0,205.0,653.0,B,Medium,217.66666666666666,High Risk,0.02890173410404623,0.14398422090729784,0.32499999999999996,0.056623931623931645,938.7647058823529,-285.7647058823529
powi,Power Integrations Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,B,Medium,BB,Medium,575.0,285.0,305.0,1165.0,BBB,High,388.3333333333333,Low Risk,0.7225433526011562,0.24654832347140038,0.5750000000000001,0.6036324786324786,1030.5833333333333,134.41666666666674
poww,Ammo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,B,Medium,B,Medium,B,Medium,233.0,224.0,200.0,657.0,B,Medium,219.0,High Risk,0.0635838150289017,0.12623274161735704,0.3125,0.0608974358974359,780.0,-123.0
pnrg,Primeenergy Resources Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,B,Medium,B,Medium,B,Medium,200.0,200.0,260.0,660.0,B,Medium,220.0,High Risk,0.0,0.07889546351084814,0.4625,0.0641025641025641,1142.2631578947369,-482.2631578947369
pntg,Pennant Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,BB,Medium,B,Medium,245.0,306.0,200.0,751.0,BB,Medium,250.33333333333334,High Risk,0.08670520231213869,0.28796844181459574,0.3125,0.1613247863247863,938.7647058823529,-187.76470588235293
ppbi,Pacific Premier Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,A,High,BB,Medium,BB,Medium,565.0,328.0,315.0,1208.0,A,High,402.6666666666667,Low Risk,0.7032755298651252,0.3313609467455622,0.6,0.6495726495726496,898.3103448275862,309.68965517241384
ppih,Perma-Pipe International Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,B,Medium,BB,Medium,500.0,260.0,300.0,1060.0,BBB,High,353.3333333333333,Medium Risk,0.5780346820809248,0.19723865877712038,0.5625,0.4914529914529916,1048.047619047619,11.952380952380963
ppc,Pilgrims Pride Corp,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,B,Medium,500.0,302.0,220.0,1022.0,BBB,High,340.6666666666667,Medium Risk,0.5780346820809248,0.2800788954635109,0.36250000000000004,0.4508547008547009,1131.0714285714287,-109.07142857142867
praa,PRA Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,BBB,High,BB,Medium,BB,Medium,473.0,321.0,310.0,1104.0,BBB,High,368.0,Medium Risk,0.5260115606936415,0.3175542406311637,0.5875,0.5384615384615384,909.3333333333334,194.66666666666663
ppsi,Pioneer Power Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,BB,Medium,BB,Medium,299.0,305.0,315.0,919.0,BBB,High,306.3333333333333,Medium Risk,0.19075144508670522,0.28599605522682453,0.6,0.3408119658119658,933.0,-14.0
prax,Praxis Precision Medicines Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,215.0,215.0,630.0,B,Medium,210.0,High Risk,0.0,0.10848126232741617,0.35,0.03205128205128205,866.9107142857143,-236.91071428571433
prct,Procept Biorobotics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,200.0,224.0,300.0,724.0,B,Medium,241.33333333333334,High Risk,0.0,0.12623274161735704,0.5625,0.13247863247863245,938.7647058823529,-214.76470588235293
prch,Porch Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,225.0,227.0,215.0,667.0,B,Medium,222.33333333333334,High Risk,0.048169556840077066,0.13214990138067062,0.35,0.07158119658119655,918.5769230769231,-251.5769230769231
pre,Artisan Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,245.0,203.0,265.0,713.0,B,Medium,237.66666666666666,High Risk,0.08670520231213869,0.08481262327416178,0.475,0.12072649572649574,709.3076923076923,3.692307692307736
prdo,Perdoceo Education Corp,USD,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,BB,Medium,B,Medium,B,Medium,365.0,297.0,250.0,912.0,BBB,High,304.0,Medium Risk,0.3179190751445086,0.2702169625246548,0.4375,0.33333333333333337,739.3333333333334,172.66666666666663
sisi,Shineco Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,BB,Medium,BB,Medium,BB,Medium,340.0,346.0,305.0,991.0,BBB,High,330.3333333333333,Medium Risk,0.26974951830443156,0.36686390532544383,0.5750000000000001,0.4177350427350427,945.55,45.450000000000045
sitm,SiTime Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505.0,304.0,300.0,1109.0,BBB,High,369.6666666666667,Medium Risk,0.5876685934489403,0.2840236686390533,0.5625,0.5438034188034188,1030.5833333333333,78.41666666666674
siri,Sirius XM Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,B,Medium,240.0,302.0,205.0,747.0,B,Medium,249.0,High Risk,0.0770712909441233,0.2800788954635109,0.32499999999999996,0.15705128205128205,935.2608695652174,-188.26086956521738
sj,Scienjoy Holding Corp,CNY,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,B,Medium,260.0,320.0,240.0,820.0,BB,Medium,273.3333333333333,High Risk,0.11560693641618497,0.3155818540433925,0.4125,0.2350427350427351,935.2608695652174,-115.26086956521738
pow,Powered Brands,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,235.0,231.0,250.0,716.0,B,Medium,238.66666666666666,High Risk,0.0674373795761079,0.14003944773175542,0.4375,0.12393162393162394,709.3076923076923,6.692307692307736
powl,Powell Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,B,Medium,B,Medium,500.0,240.0,215.0,955.0,BBB,High,318.3333333333333,Medium Risk,0.5780346820809248,0.15779092702169628,0.35,0.37927350427350437,933.0,22.0
upwk,Upwork Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,B,Medium,B,Medium,B,Medium,275.0,264.0,278.0,817.0,BB,Medium,272.3333333333333,High Risk,0.14450867052023114,0.20512820512820512,0.5075000000000001,0.2318376068376069,1047.857142857143,-230.8571428571429
usak,USA Truck Inc,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,A,High,BB,Medium,BB,Medium,532.0,311.0,303.0,1146.0,BBB,High,382.0,Low Risk,0.6396917148362236,0.2978303747534517,0.5700000000000001,0.5833333333333334,1076.3333333333333,69.66666666666674
usau,US Gold Corp,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,BBB,High,B,Medium,BB,Medium,400.0,240.0,300.0,940.0,BBB,High,313.3333333333333,Medium Risk,0.3853564547206166,0.15779092702169628,0.5625,0.3632478632478634,1028.3333333333333,-88.33333333333326
usap,Universal Stainless & Alloy Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,B,Medium,B,Medium,B,Medium,238.0,231.0,200.0,669.0,B,Medium,223.0,High Risk,0.07321772639691715,0.14003944773175542,0.3125,0.07371794871794879,1028.3333333333333,-359.33333333333326
useg,US Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,BBB,High,B,Medium,BB,Medium,438.0,265.0,315.0,1018.0,BBB,High,339.3333333333333,Medium Risk,0.45857418111753373,0.20710059171597633,0.6,0.44658119658119666,1142.2631578947369,-124.26315789473688
usio,Usio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,285.0,245.0,240.0,770.0,BB,Medium,256.6666666666667,High Risk,0.16377649325626203,0.1676528599605523,0.4125,0.18162393162393164,1031.3174603174602,-261.31746031746025
uthr,United Therapeutics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,233.0,259.0,300.0,792.0,BB,Medium,264.0,High Risk,0.0635838150289017,0.19526627218934917,0.5625,0.20512820512820518,866.9107142857143,-74.91071428571433
urgn,Urogen Pharma Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,210.0,251.0,290.0,751.0,BB,Medium,250.33333333333334,High Risk,0.019267822736030837,0.17948717948717952,0.5375,0.1613247863247863,866.9107142857143,-115.91071428571433
urbn,Urban Outfitters Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,335.0,300.0,300.0,935.0,BBB,High,311.6666666666667,Medium Risk,0.26011560693641617,0.27613412228796846,0.5625,0.35790598290598297,918.5769230769231,16.423076923076906
utme,Utime Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,217.0,200.0,200.0,617.0,B,Medium,205.66666666666666,High Risk,0.032755298651252374,0.07889546351084814,0.3125,0.01816239316239321,933.0,-316.0
utrs,Minerva Surgical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,205.0,201.0,210.0,616.0,B,Medium,205.33333333333334,High Risk,0.009633911368015391,0.08086785009861935,0.3375,0.017094017094017144,938.7647058823529,-322.7647058823529
utsi,UTStarcom Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,BB,Medium,BB,Medium,340.0,310.0,365.0,1015.0,BBB,High,338.3333333333333,Medium Risk,0.26974951830443156,0.2958579881656805,0.725,0.44337606837606847,938.2222222222222,76.77777777777783
uxin,Uxin Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,203.0,202.0,225.0,630.0,B,Medium,210.0,High Risk,0.005780346820809246,0.08284023668639057,0.375,0.03205128205128205,918.5769230769231,-288.5769230769231
uvsp,Univest Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,BB,Medium,331.0,322.0,305.0,958.0,BBB,High,319.3333333333333,Medium Risk,0.2524084778420039,0.31952662721893493,0.5750000000000001,0.38247863247863256,898.3103448275862,59.689655172413836
cmcm,Cheetah Mobile Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205.0,214.0,215.0,634.0,B,Medium,211.33333333333334,High Risk,0.009633911368015391,0.10650887573964501,0.35,0.03632478632478631,1031.3174603174602,-397.31746031746025
cmc,Commercial Metals Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,B,Medium,B,Medium,B,Medium,223.0,212.0,200.0,635.0,B,Medium,211.66666666666666,High Risk,0.044315992292870865,0.10256410256410259,0.3125,0.03739316239316237,1028.3333333333333,-393.33333333333326
uslm,United States Lime & Minerals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Construction,A,High,B,Medium,BB,Medium,500.0,233.0,300.0,1033.0,BBB,High,344.3333333333333,Medium Risk,0.5780346820809248,0.14398422090729784,0.5625,0.46260683760683763,1082.6666666666667,-49.66666666666674
utmd,Utah Medical Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,240.0,236.0,250.0,726.0,B,Medium,242.0,High Risk,0.0770712909441233,0.14990138067061148,0.4375,0.1346153846153847,938.7647058823529,-212.76470588235293
cmp,Compass Minerals International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,A,High,BB,Medium,BB,Medium,505.0,302.0,320.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.5876685934489403,0.2800788954635109,0.6125,0.5630341880341881,1028.3333333333333,98.66666666666674
cnd,Concord Acquisition Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Unknown,B,Medium,B,Medium,BB,Medium,205.0,257.0,300.0,762.0,BB,Medium,254.0,High Risk,0.009633911368015391,0.19132149901380674,0.5625,0.17307692307692313,709.3076923076923,52.692307692307736
cnf,CNFinance Holdings Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,200.0,200.0,220.0,620.0,B,Medium,206.66666666666666,High Risk,0.0,0.07889546351084814,0.36250000000000004,0.021367521367521403,909.3333333333334,-289.33333333333337
cnmd,Conmed Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,B,Medium,441.0,300.0,270.0,1011.0,BBB,High,337.0,Medium Risk,0.4643545279383429,0.27613412228796846,0.48750000000000004,0.4391025641025642,938.7647058823529,72.23529411764707
cnk,Cinemark Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,BB,Medium,BB,Medium,BB,Medium,330.0,300.0,300.0,930.0,BBB,High,310.0,Medium Risk,0.2504816955684008,0.27613412228796846,0.5625,0.35256410256410264,935.2608695652174,-5.2608695652173765
cnne,Cannae Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,215.0,203.0,203.0,621.0,B,Medium,207.0,High Risk,0.02890173410404623,0.08481262327416178,0.32000000000000006,0.022435897435897467,909.3333333333334,-288.33333333333337
cno,CNO Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,322.0,315.0,1137.0,BBB,High,379.0,Low Risk,0.5780346820809248,0.31952662721893493,0.6,0.5737179487179488,1012.3703703703703,124.62962962962968
cna,CNA Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,540.0,329.0,340.0,1209.0,A,High,403.0,Low Risk,0.6551059730250481,0.3333333333333333,0.6625,0.6506410256410257,1012.3703703703703,196.62962962962968
cmre,Costamare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Marine,B,Medium,B,Medium,B,Medium,242.0,204.0,200.0,646.0,B,Medium,215.33333333333334,High Risk,0.08092485549132944,0.08678500986193294,0.3125,0.04914529914529919,865.3333333333334,-219.33333333333337
gva,Granite Construction Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium,200.0,High Risk,0.0,0.07889546351084814,0.3125,0.0,1082.6666666666667,-482.66666666666674
fn,Fabrinet,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,B,Medium,B,Medium,510.0,209.0,210.0,929.0,BBB,High,309.6666666666667,Medium Risk,0.5973025048169556,0.09664694280078895,0.3375,0.3514957264957266,933.0,-4.0
h,Hyatt Hotels Corp,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",B,Medium,B,Medium,B,Medium,235.0,209.0,205.0,649.0,B,Medium,216.33333333333334,High Risk,0.0674373795761079,0.09664694280078895,0.32499999999999996,0.052350427350427386,746.0,-97.0
hasi,Hannon Armstrong Sustainable Infrastructure Capital Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BBB,High,BB,Medium,646.0,404.0,313.0,1363.0,A,High,454.3333333333333,Low Risk,0.859344894026975,0.48126232741617364,0.595,0.8151709401709403,995.9444444444445,367.05555555555554
hayw,Hayward Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,535.0,305.0,300.0,1140.0,BBB,High,380.0,Low Risk,0.6454720616570329,0.28599605522682453,0.5625,0.576923076923077,1074.2,65.79999999999995
hbb,Hamilton Beach Brands Holding Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,245.0,272.0,230.0,747.0,B,Medium,249.0,High Risk,0.08670520231213869,0.22090729783037483,0.38750000000000007,0.15705128205128205,945.55,-198.54999999999995
hcc,Warrior Met Coal Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals & Mining,B,Medium,B,Medium,B,Medium,215.0,200.0,200.0,615.0,B,Medium,205.0,High Risk,0.02890173410404623,0.07889546351084814,0.3125,0.01602564102564108,615.0,0.0
hci,Hci Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,BB,Medium,205.0,260.0,300.0,765.0,BB,Medium,255.0,High Risk,0.009633911368015391,0.19723865877712038,0.5625,0.17628205128205132,1012.3703703703703,-247.37037037037032
he,Hawaiian Electric Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,585.0,348.0,310.0,1243.0,A,High,414.3333333333333,Low Risk,0.741811175337187,0.37080867850098626,0.5875,0.6869658119658121,1190.6333333333334,52.36666666666656
gwre,Guidewire Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,549.0,321.0,330.0,1200.0,A,High,400.0,Low Risk,0.672447013487476,0.3175542406311637,0.6375000000000001,0.6410256410256411,1031.3174603174602,168.68253968253975
